time,amplitude,theta_power,alpha_power,beta_power,gamma_power,command,visual_impairment
6.184,18.49,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.188,12.25,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.191,10.44,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.195,-1.35,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.199,-8.72,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.203,-10.84,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.207,-6.6,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.211,-10.2,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.215,-13.51,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.219,-18.37,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.223,-6.24,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.227,-1.97,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.23,2.03,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.234,0.69,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.238,17.95,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.242,0.63,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.246,19.93,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.25,21.89,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.254,15.74,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.258,14.98,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.262,21.03,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.266,18.12,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.27,18.14,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.273,12.75,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.277,19.73,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.281,18.28,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.285,14.2,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.289,18.93,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.293,15.87,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.297,11.6,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.301,9.64,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.305,4.51,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.309,2.14,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.312,-9.54,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.316,-16.44,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.32,-34.73,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.324,-33.84,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.328,-39.79,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.332,-57.9,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.336,-56.11,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.34,-67.72,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.344,-71.73,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.348,-83.91,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.352,-85.96,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.355,-73.35,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.359,-83.76,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.363,-58.31,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.367,-54.32,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.371,-32.39,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.375,-32.27,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.379,-12.65,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.383,2.97,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.387,22.35,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.391,40.39,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.395,54.15,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.398,68.8,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.402,72.26,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.406,84.59,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.41,82.97,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.414,76.58,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.418,70.83,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.422,76.43,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.426,66.63,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.43,53.62,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.434,44.63,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.438,45.14,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.441,26.17,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.445,16.37,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.449,7.84,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.453,-2.18,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.457,1.8,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.461,-8.17,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.465,-9.14,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.469,-13.85,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.473,-13.37,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.477,-14.87,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.48,-17.67,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.484,-8.57,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.488,-7.93,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.492,-23.33,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.496,-19.45,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.5,-13.85,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.504,-16.14,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.508,-18.55,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.512,-18.57,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.516,-8.76,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.52,-9.72,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.523,-7.91,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.527,5.58,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.531,1.31,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.535,-0.58,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.539,8.33,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.543,14.86,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.547,13.59,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.551,22.08,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.555,6.79,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.559,16.41,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.562,2.01,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.566,-6.0,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.57,-10.33,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.574,-10.34,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.578,-10.22,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.582,-21.52,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.586,-32.67,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.59,-33.62,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.594,-54.5,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.598,-47.61,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.602,-48.67,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.605,-44.89,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.609,-41.36,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.613,-33.44,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.617,-32.51,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.621,-16.64,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.625,-11.85,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.629,3.35,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.633,17.01,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.637,31.51,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.641,34.31,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.645,45.23,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.648,49.9,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.652,50.87,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.656,46.66,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.66,45.42,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.664,42.19,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.668,33.05,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.672,30.11,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.676,11.99,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.68,14.84,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.684,5.66,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.688,-1.03,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.691,-4.9,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.695,-11.13,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.699,-12.04,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.703,-4.95,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.707,-10.11,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.711,-11.24,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.715,-7.31,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.719,-3.56,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.723,7.84,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.727,-0.97,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.73,7.98,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.734,17.74,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.738,13.17,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.742,20.07,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.746,17.13,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.75,14.16,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.754,23.46,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.758,14.37,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.762,24.33,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.766,7.98,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.77,23.88,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.773,13.78,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.777,20.6,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.781,20.61,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.785,11.85,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.789,12.49,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.793,21.96,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.797,6.03,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.801,3.81,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.805,-3.96,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.809,-7.2,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.812,-29.77,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.816,-43.97,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.82,-49.89,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.824,-57.53,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.828,-72.09,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.832,-74.97,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.836,-80.33,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.84,-87.33,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.844,-87.89,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.848,-75.41,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.852,-67.97,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.855,-74.8,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.859,-57.03,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.863,-33.03,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.867,-20.34,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.871,-8.24,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.875,7.11,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.879,30.99,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.883,34.96,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.887,56.49,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.891,70.86,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.895,71.88,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.898,71.21,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.902,82.91,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.906,86.14,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.91,81.61,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.914,64.64,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.918,57.1,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.922,52.74,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.926,47.91,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.93,33.4,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.934,29.76,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.938,19.59,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.941,11.05,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.945,2.28,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.949,1.22,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.953,-15.9,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.957,-21.69,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.961,-13.54,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.965,-20.78,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.969,-18.88,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.973,-14.28,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.977,-17.3,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.98,-21.34,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.984,-20.42,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.988,-7.98,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.992,-21.35,0.26,0.19,0.4,0.16,NONE,IMPAIRED
6.996,-10.82,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.0,-14.74,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.004,-19.68,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.008,-10.51,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.012,-1.98,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.016,-6.05,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.02,-3.09,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.023,-4.91,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.027,1.69,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.031,5.67,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.035,19.61,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.039,11.32,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.043,18.5,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.047,15.4,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.051,9.92,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.055,8.45,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.059,8.54,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.062,-8.91,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.066,-22.57,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.07,-30.53,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.074,-33.48,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.078,-42.86,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.082,-37.27,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.086,-40.32,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.09,-51.45,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.094,-47.49,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.098,-49.57,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.102,-41.25,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.105,-32.18,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.109,-23.24,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.113,-7.68,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.117,0.59,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.121,17.74,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.125,21.62,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.129,37.8,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.133,44.11,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.137,56.56,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.141,45.2,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.145,57.4,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.148,45.53,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.152,54.16,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.156,39.24,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.16,34.26,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.164,26.63,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.168,14.36,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.172,10.24,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.176,7.99,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.18,-10.74,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.184,-12.54,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.188,-16.47,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.191,-20.72,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.195,-12.84,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.199,-10.55,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.203,-8.48,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.207,-9.18,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.211,-1.65,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.215,-4.97,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.219,11.12,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.223,11.55,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.227,7.82,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.23,2.97,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.234,18.24,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.238,11.86,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.242,12.68,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.246,27.3,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.25,25.29,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.254,12.35,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.258,15.78,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.262,13.95,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.266,20.63,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.27,25.61,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.273,24.07,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.277,10.84,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.281,16.69,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.285,10.19,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.289,-11.01,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.293,-1.33,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.297,-7.73,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.301,-20.32,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.305,-25.51,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.309,-41.25,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.312,-56.11,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.316,-63.12,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.32,-72.67,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.324,-73.01,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.328,-82.36,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.332,-85.02,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.336,-77.72,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.34,-67.48,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.344,-66.47,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.348,-55.36,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.352,-46.12,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.355,-31.95,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.359,-16.46,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.363,6.79,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.367,18.81,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.371,45.48,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.375,46.3,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.379,67.01,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.383,71.85,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.387,64.0,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.391,74.07,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.395,92.25,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.398,83.07,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.402,77.35,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.406,67.16,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.41,63.63,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.414,51.86,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.418,40.7,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.422,35.51,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.426,21.3,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.43,7.57,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.434,9.52,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.438,-3.02,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.441,-5.63,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.445,-0.86,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.449,-27.56,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.453,-10.46,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.457,-11.81,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.461,-24.02,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.465,-14.05,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.469,-18.2,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.473,-21.86,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.477,-24.23,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.48,-16.12,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.484,-18.72,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.488,-7.55,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.492,-16.41,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.496,-13.57,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.5,-10.64,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.504,-5.21,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.508,-10.51,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.512,-11.21,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.516,6.24,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.52,0.7,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.523,13.12,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.527,14.47,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.531,11.2,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.535,11.06,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.539,7.22,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.543,3.89,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.547,2.46,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.551,0.03,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.555,-16.52,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.559,-23.45,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.562,-31.99,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.566,-33.97,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.57,-51.46,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.574,-42.68,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.578,-44.05,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.582,-47.26,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.586,-55.33,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.59,-41.28,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.594,-36.17,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.598,-37.58,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.602,-14.4,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.605,-9.21,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.609,-0.89,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.613,19.39,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.617,18.09,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.621,35.15,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.625,44.86,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.629,53.55,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.633,59.53,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.637,49.76,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.641,46.12,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.645,40.62,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.648,31.02,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.652,27.39,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.656,21.71,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.66,20.63,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.664,4.63,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.668,2.75,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.672,-10.83,0.26,0.19,0.4,0.16,NONE,IMPAIRED
