time,amplitude,theta_power,alpha_power,beta_power,gamma_power,command,motor_impairment
6.184,-19.49,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.188,-28.78,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.191,-30.43,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.195,-24.49,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.199,-33.16,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.203,-26.27,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.207,-18.61,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.211,-5.91,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.215,-0.19,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.219,9.82,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.223,14.58,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.227,29.1,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.23,42.63,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.234,45.9,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.238,51.47,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.242,48.65,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.246,39.94,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.25,54.45,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.254,54.67,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.258,41.65,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.262,50.24,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.266,42.02,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.27,38.59,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.273,21.75,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.277,18.88,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.281,16.85,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.285,1.39,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.289,-1.96,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.293,-0.72,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.297,-3.67,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.301,-9.71,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.305,-20.21,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.309,-20.28,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.312,-22.54,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.316,-30.31,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.32,-39.71,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.324,-49.2,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.328,-62.19,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.332,-68.12,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.336,-84.16,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.34,-91.99,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.344,-96.18,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.348,-87.88,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.352,-92.8,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.355,-89.08,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.359,-93.99,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.363,-80.57,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.367,-52.45,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.371,-49.68,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.375,-29.72,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.379,-8.28,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.383,3.27,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.387,25.55,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.391,39.5,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.395,56.51,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.398,75.37,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.402,82.94,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.406,85.13,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.41,88.26,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.414,91.43,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.418,87.12,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.422,89.26,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.426,77.67,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.43,74.09,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.434,63.94,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.438,48.67,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.441,34.0,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.445,29.58,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.449,22.02,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.453,25.33,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.457,16.19,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.461,9.82,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.465,11.86,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.469,1.18,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.473,-6.91,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.477,-21.25,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.48,-18.3,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.484,-21.93,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.488,-24.13,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.492,-36.84,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.496,-37.41,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.5,-48.65,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.504,-47.37,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.508,-65.63,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.512,-49.95,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.516,-49.99,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.52,-54.97,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.523,-50.87,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.527,-44.41,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.531,-30.25,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.535,-32.48,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.539,-18.79,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.543,-11.07,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.547,-0.79,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.551,-3.2,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.555,10.13,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.559,16.98,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.562,25.72,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.566,29.97,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.57,22.33,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.574,26.33,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.578,25.86,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.582,17.57,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.586,15.92,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.59,6.42,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.594,8.83,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.598,-2.97,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.602,-14.96,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.605,-17.48,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.609,-18.19,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.613,-14.75,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.617,-3.62,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.621,-5.25,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.625,-2.85,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.629,8.34,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.633,7.4,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.637,9.36,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.641,2.64,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.645,16.96,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.648,18.8,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.652,13.69,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.656,13.37,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.66,-0.91,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.664,-5.06,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.668,-15.68,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.672,-5.47,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.676,-19.19,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.68,-22.17,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.684,-27.55,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.688,-28.33,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.691,-29.67,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.695,-17.96,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.699,-13.58,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.703,-7.43,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.707,-4.77,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.711,13.97,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.715,20.69,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.719,33.82,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.723,46.96,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.727,49.77,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.73,49.96,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.734,51.72,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.738,57.05,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.742,59.21,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.746,59.55,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.75,54.82,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.754,40.72,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.758,39.93,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.762,38.74,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.766,16.25,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.77,26.19,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.773,14.05,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.777,11.91,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.781,-4.36,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.785,3.43,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.789,-11.29,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.793,-16.91,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.797,-1.33,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.801,-30.91,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.805,-31.93,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.809,-31.21,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.812,-50.87,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.816,-52.26,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.82,-65.46,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.824,-73.16,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.828,-75.38,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.832,-85.35,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.836,-78.57,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.84,-91.04,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.844,-93.64,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.848,-87.74,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.852,-80.28,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.855,-68.33,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.859,-53.86,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.863,-46.93,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.867,-16.86,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.871,-14.66,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.875,28.42,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.879,24.16,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.883,48.3,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.887,64.99,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.891,80.12,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.895,87.24,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.898,99.76,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.902,98.39,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.906,94.09,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.91,94.75,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.914,88.36,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.918,75.29,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.922,60.58,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.926,62.78,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.93,55.44,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.934,38.5,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.938,28.78,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.941,18.14,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.945,25.66,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.949,11.47,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.953,5.94,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.957,-3.71,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.961,-0.27,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.965,-2.6,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.969,-20.75,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.973,-14.32,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.977,-22.66,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.98,-31.02,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.984,-39.92,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.988,-45.8,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.992,-42.46,0.23,0.44,0.17,0.17,NONE,IMPAIRED
6.996,-44.18,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.0,-49.89,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.004,-64.59,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.008,-51.29,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.012,-55.43,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.016,-53.67,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.02,-41.21,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.023,-37.68,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.027,-23.35,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.031,-25.12,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.035,-5.19,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.039,0.79,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.043,11.39,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.047,20.12,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.051,21.89,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.055,25.32,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.059,31.83,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.062,23.3,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.066,19.86,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.07,16.52,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.074,14.52,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.078,2.77,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.082,0.48,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.086,-1.38,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.09,-8.03,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.094,-13.96,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.098,-11.75,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.102,-7.86,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.105,-14.04,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.109,-4.97,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.113,-1.18,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.117,-6.51,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.121,9.04,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.125,4.52,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.129,13.58,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.133,12.11,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.137,9.19,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.141,8.3,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.145,4.6,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.148,8.5,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.152,-4.99,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.156,-11.19,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.16,-16.78,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.164,-18.83,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.168,-14.9,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.172,-30.03,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.176,-32.42,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.18,-26.72,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.184,-29.08,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.188,-13.7,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.191,-11.67,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.195,2.93,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.199,8.33,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.203,18.47,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.207,26.31,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.211,36.61,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.215,37.83,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.219,46.45,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.223,57.71,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.227,49.41,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.23,58.0,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.234,54.86,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.238,56.83,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.242,48.03,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.246,40.24,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.25,35.98,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.254,28.78,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.258,16.5,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.262,21.09,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.266,7.18,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.27,12.51,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.273,3.38,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.277,-5.64,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.281,-3.36,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.285,-10.57,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.289,-9.24,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.293,-20.95,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.297,-33.25,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.301,-29.05,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.305,-53.82,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.309,-57.04,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.312,-62.02,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.316,-71.6,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.32,-71.4,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.324,-94.42,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.328,-95.19,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.332,-91.59,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.336,-86.42,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.34,-83.5,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.344,-78.27,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.348,-65.04,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.352,-43.82,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.355,-30.61,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.359,-17.99,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.363,3.0,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.367,24.45,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.371,30.91,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.375,44.99,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.379,71.56,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.383,83.42,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.387,77.06,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.391,94.85,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.395,91.86,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.398,90.15,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.402,94.95,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.406,85.55,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.41,73.72,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.414,65.15,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.418,49.65,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.422,50.27,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.426,28.74,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.43,33.82,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.434,26.07,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.438,15.78,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.441,15.29,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.445,4.53,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.449,5.98,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.453,6.43,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.457,-4.27,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.461,-14.99,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.465,-14.45,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.469,-22.85,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.473,-23.55,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.477,-26.22,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.48,-27.7,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.484,-45.92,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.488,-47.94,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.492,-66.4,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.496,-50.51,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.5,-47.57,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.504,-51.39,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.508,-42.69,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.512,-43.32,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.516,-37.05,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.52,-18.95,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.523,-15.23,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.527,-0.21,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.531,-1.26,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.535,19.28,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.539,19.71,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.543,27.04,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.547,40.05,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.551,34.18,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.555,25.23,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.559,24.95,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.562,22.32,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.566,6.39,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.57,-2.02,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.574,-2.31,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.578,1.16,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.582,-5.74,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.586,-17.33,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.59,-9.8,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.594,-11.38,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.598,-10.19,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.602,-4.04,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.605,3.23,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.609,10.05,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.613,3.66,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.617,2.36,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.621,8.41,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.625,9.7,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.629,8.38,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.633,4.14,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.637,2.59,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.641,3.3,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.645,-12.5,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.648,-8.68,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.652,-13.8,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.656,-11.44,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.66,-28.39,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.664,-27.37,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.668,-30.16,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.672,-32.48,0.23,0.44,0.17,0.17,NONE,IMPAIRED
