time,amplitude,theta_power,alpha_power,beta_power,gamma_power,command,attention_deficit
6.184,9.95,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.188,3.33,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.191,19.14,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.195,17.44,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.199,16.28,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.203,12.11,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.207,15.88,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.211,18.02,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.215,19.48,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.219,29.07,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.223,37.77,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.227,29.48,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.23,42.59,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.234,52.97,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.238,47.11,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.242,48.79,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.246,46.01,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.25,48.97,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.254,42.26,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.258,40.31,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.262,29.22,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.266,42.49,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.27,33.24,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.273,14.81,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.277,11.7,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.281,14.66,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.285,-1.35,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.289,-15.45,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.293,-12.09,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.297,-13.15,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.301,-19.23,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.305,-34.3,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.309,-40.84,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.312,-51.4,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.316,-68.94,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.32,-69.77,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.324,-78.82,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.328,-85.31,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.332,-93.39,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.336,-101.06,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.34,-106.89,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.344,-108.21,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.348,-107.14,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.352,-100.26,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.355,-91.67,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.359,-81.82,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.363,-77.92,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.367,-64.8,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.371,-45.37,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.375,-34.2,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.379,-19.37,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.383,18.55,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.387,25.2,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.391,44.99,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.395,61.93,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.398,73.71,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.402,87.28,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.406,96.26,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.41,97.35,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.414,98.89,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.418,104.72,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.422,106.64,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.426,108.1,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.43,86.66,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.434,92.21,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.438,73.9,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.441,70.59,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.445,59.83,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.449,62.99,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.453,49.95,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.457,35.72,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.461,44.55,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.465,29.5,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.469,13.81,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.473,2.64,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.477,3.65,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.48,-10.85,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.484,-26.74,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.488,-20.82,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.492,-29.2,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.496,-30.17,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.5,-40.52,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.504,-39.83,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.508,-41.46,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.512,-46.19,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.516,-40.23,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.52,-49.19,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.523,-47.33,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.527,-50.02,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.531,-43.99,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.535,-41.06,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.539,-31.42,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.543,-30.48,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.547,-30.89,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.551,-22.09,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.555,-19.86,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.559,-18.87,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.562,-19.25,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.566,-17.48,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.57,-1.04,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.574,-21.89,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.578,-8.76,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.582,-19.55,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.586,-16.78,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.59,-11.92,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.594,-24.35,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.598,-29.23,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.602,-22.73,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.605,-26.47,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.609,-24.95,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.613,-16.79,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.617,-21.22,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.621,-9.71,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.625,3.19,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.629,5.31,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.633,2.58,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.637,4.69,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.641,19.19,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.645,29.23,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.648,20.61,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.652,31.16,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.656,21.26,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.66,31.44,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.664,20.26,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.668,14.14,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.672,15.9,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.676,9.37,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.68,8.64,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.684,15.46,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.688,8.54,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.691,11.94,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.695,13.84,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.699,9.3,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.703,25.94,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.707,23.02,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.711,31.9,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.715,35.99,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.719,46.52,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.723,51.06,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.727,55.63,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.73,29.9,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.734,53.59,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.738,36.87,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.742,42.18,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.746,41.73,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.75,50.66,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.754,35.88,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.758,33.01,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.762,25.61,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.766,31.31,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.77,6.06,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.773,0.35,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.777,1.36,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.781,-2.95,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.785,-15.11,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.789,-24.8,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.793,-33.06,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.797,-36.8,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.801,-49.85,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.805,-54.98,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.809,-59.91,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.812,-67.61,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.816,-80.02,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.82,-93.17,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.824,-94.54,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.828,-100.75,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.832,-112.85,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.836,-102.88,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.84,-100.04,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.844,-94.62,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.848,-85.17,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.852,-86.81,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.855,-72.73,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.859,-56.38,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.863,-42.88,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.867,-35.29,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.871,-14.39,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.875,9.39,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.879,42.12,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.883,45.09,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.887,63.52,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.891,81.61,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.895,89.16,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.898,102.05,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.902,99.97,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.906,97.14,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.91,105.28,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.914,108.0,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.918,94.68,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.922,92.66,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.926,90.74,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.93,79.15,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.934,72.0,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.938,61.24,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.941,47.08,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.945,41.71,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.949,36.34,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.953,25.03,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.957,12.51,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.961,17.29,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.965,8.81,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.969,-2.59,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.973,-16.9,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.977,-16.07,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.98,-20.55,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.984,-30.98,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.988,-31.42,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.992,-30.5,0.41,0.34,0.16,0.08,NONE,IMPAIRED
6.996,-39.33,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.0,-42.96,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.004,-46.49,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.008,-51.53,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.012,-45.58,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.016,-48.93,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.02,-49.18,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.023,-34.04,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.027,-39.35,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.031,-31.21,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.035,-25.65,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.039,-19.01,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.043,-19.98,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.047,-10.92,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.051,-19.01,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.055,-5.86,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.059,-11.41,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.062,-22.41,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.066,-15.33,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.07,-20.75,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.074,-10.29,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.078,-18.47,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.082,-25.74,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.086,-26.97,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.09,-17.85,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.094,-15.28,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.098,-16.54,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.102,-14.23,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.105,-14.9,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.109,-12.46,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.113,-11.96,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.117,5.64,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.121,8.03,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.125,8.88,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.129,14.84,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.133,22.57,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.137,28.48,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.141,29.73,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.145,31.45,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.148,28.24,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.152,16.97,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.156,26.02,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.16,16.44,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.164,21.26,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.168,14.86,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.172,16.11,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.176,12.78,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.18,9.03,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.184,16.55,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.188,13.63,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.191,14.63,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.195,28.27,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.199,18.26,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.203,29.78,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.207,36.42,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.211,41.87,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.215,38.78,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.219,47.73,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.223,44.71,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.227,53.41,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.23,49.73,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.234,55.18,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.238,48.17,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.242,35.97,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.246,34.63,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.25,28.48,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.254,16.18,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.258,10.13,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.262,6.68,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.266,-1.73,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.27,-10.1,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.273,-9.34,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.277,-13.96,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.281,-32.92,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.285,-35.71,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.289,-38.89,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.293,-54.88,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.297,-56.69,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.301,-63.11,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.305,-82.29,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.309,-87.36,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.312,-89.31,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.316,-102.21,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.32,-102.96,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.324,-102.12,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.328,-104.75,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.332,-96.2,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.336,-92.44,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.34,-83.06,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.344,-71.95,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.348,-59.07,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.352,-51.76,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.355,-35.6,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.359,-15.72,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.363,3.44,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.367,23.53,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.371,42.41,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.375,55.36,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.379,69.74,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.383,70.79,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.387,86.81,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.391,94.56,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.395,110.12,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.398,110.84,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.402,98.46,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.406,98.9,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.41,92.83,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.414,86.42,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.418,81.8,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.422,70.82,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.426,61.4,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.43,55.19,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.434,48.19,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.438,38.04,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.441,39.18,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.445,29.48,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.449,23.26,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.453,6.86,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.457,5.71,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.461,3.89,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.465,-22.35,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.469,-17.97,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.473,-24.65,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.477,-22.5,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.48,-34.79,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.484,-38.89,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.488,-43.74,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.492,-52.05,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.496,-44.72,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.5,-53.8,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.504,-55.86,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.508,-40.13,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.512,-42.88,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.516,-47.68,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.52,-26.11,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.523,-28.16,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.527,-21.39,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.531,-22.21,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.535,-14.46,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.539,-13.43,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.543,-13.95,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.547,-15.67,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.551,-9.34,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.555,-18.28,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.559,-18.75,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.562,-14.7,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.566,-20.15,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.57,-23.09,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.574,-25.23,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.578,-28.01,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.582,-31.34,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.586,-22.03,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.59,-22.82,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.594,-17.71,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.598,-7.14,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.602,-6.56,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.605,2.62,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.609,1.03,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.613,1.77,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.617,17.44,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.621,16.24,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.625,19.07,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.629,20.53,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.633,25.05,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.637,22.5,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.641,24.32,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.645,17.28,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.648,20.59,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.652,12.3,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.656,10.65,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.66,11.62,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.664,14.75,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.668,10.05,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.672,2.66,0.41,0.34,0.16,0.08,NONE,IMPAIRED
