time,amplitude,theta_power,alpha_power,beta_power,gamma_power,command,visual_impairment,motor_impairment,attention_deficit
4.395,-81.39,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.398,-74.02,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.402,-62.57,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.406,-47.03,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.41,-31.5,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.414,-19.19,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.418,-1.31,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.422,18.04,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.426,34.28,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.43,51.46,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.434,61.51,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.438,69.86,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.441,82.07,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.445,85.29,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.449,96.44,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.453,99.51,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.457,94.28,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.461,90.15,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.465,77.76,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.469,79.92,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.473,64.85,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.477,65.47,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.48,61.89,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.484,40.86,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.488,12.35,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.492,14.83,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.496,-3.84,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.5,-0.87,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.504,-25.8,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.508,-30.13,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.512,-31.76,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.516,-41.75,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.52,-48.53,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.523,-54.44,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.527,-56.93,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.531,-54.47,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.535,-61.64,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.539,-70.68,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.543,-69.0,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.547,-61.51,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.551,-68.05,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.555,-53.54,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.559,-45.83,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.562,-30.31,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.566,-31.5,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.57,-29.44,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.574,-15.36,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.578,-11.99,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.582,5.03,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.586,18.33,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.59,28.81,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.594,29.2,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.598,40.6,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.602,41.89,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.605,38.22,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.609,44.91,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.613,43.16,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.617,31.92,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.621,36.23,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.625,26.16,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.629,33.0,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.633,24.75,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.637,18.55,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.641,16.47,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.645,-3.12,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.648,-0.56,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.652,12.85,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.656,4.79,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.66,3.12,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.664,0.62,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.668,1.97,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.672,-11.47,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.676,-3.36,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.68,-9.61,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.684,-21.3,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.688,-14.42,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.691,-21.64,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.695,-24.98,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.699,-23.63,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.703,-33.93,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.707,-32.89,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.711,-32.65,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.715,-36.55,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.719,-46.76,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.723,-33.93,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.727,-36.59,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.73,-23.89,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.734,-30.72,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.738,-22.0,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.742,-6.07,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.746,-1.96,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.75,9.82,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.754,15.32,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.758,32.84,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.762,35.49,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.766,52.61,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.77,52.92,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.773,55.72,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.777,60.5,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.781,63.4,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.785,57.54,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.789,76.36,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.793,73.1,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.797,57.01,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.801,60.65,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.805,48.01,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.809,43.42,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.812,30.9,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.816,31.57,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.82,29.62,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.824,14.14,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.828,-3.49,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.832,-5.34,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.836,-7.9,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.84,-40.16,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.844,-44.55,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.848,-52.13,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.852,-62.65,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.855,-75.67,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.859,-88.7,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.863,-88.73,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.867,-92.59,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.871,-97.27,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.875,-102.43,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.879,-90.55,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.883,-83.51,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.887,-82.23,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.891,-73.09,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.895,-59.84,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.898,-55.05,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.902,-27.96,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.906,-8.03,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.91,3.3,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.914,35.02,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.918,35.71,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.922,54.65,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.926,72.39,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.93,82.35,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.934,94.12,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.938,98.64,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.941,97.13,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.945,91.59,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.949,90.88,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.953,89.42,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.957,82.31,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.961,80.97,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.965,64.17,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.969,54.7,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.973,30.43,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.977,36.03,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.98,18.71,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.984,15.4,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.988,-4.1,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.992,-13.26,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
4.996,-16.2,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.0,-22.68,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.004,-35.84,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.008,-43.0,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.012,-47.52,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.016,-52.39,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.02,-59.57,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.023,-73.28,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.027,-68.51,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.031,-63.53,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.035,-65.94,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.039,-55.75,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.043,-58.63,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.047,-52.58,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.051,-44.79,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.055,-37.89,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.059,-22.05,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.062,-28.28,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.066,-15.06,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.07,5.12,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.074,3.41,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.078,25.81,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.082,20.11,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.086,32.08,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.09,27.11,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.094,39.87,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.098,49.17,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.102,40.64,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.105,31.37,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.109,34.97,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.113,34.98,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.117,27.96,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.121,34.77,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.125,15.17,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.129,12.03,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.133,16.41,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.137,7.07,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.141,13.65,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.145,10.06,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.148,-1.15,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.152,6.87,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.156,-0.13,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.16,-3.4,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.164,-9.72,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.168,-3.55,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.172,-13.8,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.176,-21.98,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.18,-17.01,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.184,-25.31,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.188,-29.56,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.191,-31.7,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.195,-39.22,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.199,-40.0,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.203,-35.83,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.207,-46.28,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.211,-44.53,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.215,-37.95,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.219,-34.0,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.223,-27.73,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.227,-31.1,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.23,-12.72,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.234,-9.28,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.238,4.21,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.242,12.09,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.246,18.75,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.25,33.31,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.254,41.52,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.258,45.95,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.262,38.03,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.266,56.4,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.27,55.49,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.273,65.84,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.277,74.36,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.281,70.34,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.285,66.44,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.289,59.76,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.293,52.04,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.297,46.08,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.301,48.53,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.305,31.1,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.309,23.34,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.312,24.52,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.316,0.55,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.32,-1.32,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.324,-14.38,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.328,-26.31,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.332,-39.34,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.336,-34.66,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.34,-55.98,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.344,-72.25,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.348,-74.4,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.352,-75.3,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.355,-86.95,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.359,-97.6,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.363,-96.29,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.367,-95.08,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.371,-100.15,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.375,-78.16,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.379,-83.41,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.383,-63.68,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.387,-46.4,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.391,-36.99,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.395,-33.1,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.398,-3.88,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.402,23.67,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.406,35.9,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.41,49.81,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.414,60.49,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.418,69.11,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.422,79.01,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.426,83.91,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.43,84.37,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.434,93.94,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.438,106.11,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.441,92.93,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.445,87.51,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.449,80.46,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.453,74.46,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.457,58.92,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.461,47.29,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.465,41.0,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.469,37.83,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.473,15.63,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.477,10.52,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.48,-0.41,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.484,-14.47,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
5.488,-19.69,0.14,0.6,0.19,0.07,RELAX,NORMAL,IMPAIRED,NORMAL
